"ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"GO:0062023" "GO:0062023" "collagen-containing extracellular matrix" "88/2425" "428/19894" 4.76155894495072e-07 9.68637133944261e-06 7.61849431192115e-06 "MYOC/TIMP2/TNC/NTN1/COL4A4/MMP2/LTBP4/ICAM1/LAMB1/HNRNPM/LGALS1/PDGFB/SFRP1/TGFB1/COMP/SERPINE1/AEBP1/ACTA2/KAZALD1/SOD3/VWF/LAMA4/SPARC/WNT5A/PRG4/CTSD/CCN2/TGFB3/TGFBI/SLPI/COL21A1/LAMA5/LOXL2/COL4A2/CCN3/SULF1/THBS1/PCSK6/TGFB1I1/CDH13/HSPG2/CCN1/TINAGL1/ADAMTSL4/SERPINH1/NCAM1/SPARCL1/ANGPT1/ADAMTS1/ADAMTS5/ACAN/ADAMTS4/C1QC/IGFBP7/PF4/EGFLAM/FBN1/SERPINB8/NAV2/GREM1/ANGPTL4/TNXB/LGALS9/COL22A1/SERPINB9/COL8A2/LAMB2/EGFL7/MMRN2/C1QA/DAG1/A2M/CLEC14A/VWA1/BGN/MXRA7/COL18A1/BCAM/COL4A1/SERPINA5/ANXA6/COL13A1/MFAP5/S100A6/TGM2/COL5A2/COLQ/COL28A1" 88
"GO:0031672" "GO:0031672" "A band" "17/2425" "39/19894" 9.82268818449508e-07 1.94270944093347e-05 1.52797371758812e-05 "MYOM2/MYBPC2/MYH1/CRYAB/MYL2/OBSL1/UNC45B/MYOM3/ANK2/ALDOA/TTN/MYL3/CMYA5/LMOD2/RPL15/SMTNL1/KLHL41" 17
"GO:0014069" "GO:0014069" "postsynaptic density" "68/2425" "313/19894" 1.25274265290398e-06 2.4066229050455e-05 1.89284947587848e-05 "SYN1/LRRC7/CAMK2A/IGSF9B/RPL6/RPLP0/NOS1/NRCAM/PALM/EEF2K/EIF3E/RPS19/NCS1/DVL1/NEURL1/ABI3/MPP2/RPS13/CAP2/CPEB4/DBN1/EPHA4/RPS25/SLC16A7/PTK2B/FLRT3/LRRC4/SYT11/RTN3/ARHGAP32/EGLN1/ADAM10/RPL7/RPS3/GRIK4/CACNA1C/HOMER1/PSD3/TIAM1/RPL30/ATP2B2/CLSTN2/PPP1R9A/DMTN/KALRN/RPL8/TAMALIN/DISC1/ATP1A1/RPS14/SEMA4C/P2RY1/CLSTN1/RPL38/RPS27/CADM1/GRIN2A/ANKS1B/SHISA6/RPL14/RPL12/DLGAP2/CTNND1/ARC/CPEB1/PHB2/RPS18/SHANK3" 68
"GO:0030684" "GO:0030684" "preribosome" "32/2425" "109/19894" 1.29763147739698e-06 2.4066229050455e-05 1.89284947587848e-05 "UTP18/RIOK2/RPS5/NOP56/RPS16/FBL/RPS19/FTSJ3/RPS13/KRR1/RPS12/RRP36/WDR74/RPS15A/RPS6/RPS24/RPS11/RPS8/RPS27A/RPS3A/NSA2/RPS14/TSR1/RPS9/RSL1D1/RPS7/ZNF622/RPS27/RPS17/UTP11/RPS23/RPS4X" 32
"GO:0030863" "GO:0030863" "cortical cytoskeleton" "31/2425" "104/19894" 1.31823445641537e-06 2.4066229050455e-05 1.89284947587848e-05 "LASP1/SPTB/ACTN1/CLASP1/CTTN/MYH9/COTL1/COBL/DBN1/PDLIM2/CALD1/ACTN4/CAP1/GYPC/TMOD1/NUMA1/RDX/GSN/EEF1A1/SHROOM4/PPP1R9A/DMTN/SHROOM1/DLC1/TPM4/MYADM/FLNA/SPTAN1/CAPZA2/PJVK/ACTN3" 31
"GO:0099572" "GO:0099572" "postsynaptic specialization" "71/2425" "341/19894" 3.72012774299205e-06 6.59909550388075e-05 5.19029983451295e-05 "SYN1/LRRC7/CAMK2A/DLGAP4/IGSF9B/RPL6/RPLP0/NOS1/NRCAM/PALM/EEF2K/EIF3E/RPS19/NCS1/DVL1/NEURL1/ABI3/MPP2/RPS13/CAP2/CPEB4/DBN1/EPHA4/RPS25/SLC16A7/PTK2B/FLRT3/LRRC4/SYT11/RTN3/ARHGAP32/EGLN1/CHRND/ADAM10/RPL7/RPS3/GRIK4/CACNA1C/HOMER1/PSD3/TIAM1/RPL30/ATP2B2/CLSTN2/PPP1R9A/DMTN/KALRN/RPL8/TAMALIN/DISC1/ATP1A1/RPS14/SEMA4C/P2RY1/KCND3/CLSTN1/RPL38/RPS27/CADM1/GRIN2A/ANKS1B/SHISA6/RPL14/RPL12/DLGAP2/CTNND1/ARC/CPEB1/PHB2/RPS18/SHANK3" 71
"GO:0098984" "GO:0098984" "neuron to neuron synapse" "74/2425" "360/19894" 3.82230000807304e-06 6.59909550388075e-05 5.19029983451295e-05 "SYN1/LRRC7/SYT1/CAMK2A/IGSF9B/RPL6/RPLP0/NOS1/NRCAM/PALM/EEF2K/EIF3E/RPS19/NCS1/DVL1/NEURL1/ABI3/MPP2/P2RX3/RPS13/CAP2/CPEB4/DBN1/EPHA4/RPS25/SLC16A7/PTK2B/FLRT3/LRRC4/ATP1B2/SYT11/RTN3/ARHGAP32/EGLN1/ADAM10/RPL7/RPS3/GRIK4/CACNA1C/HOMER1/PSD3/TIAM1/RPL30/ATP2B2/CLSTN2/PPP1R9A/DMTN/KALRN/RPL8/TAMALIN/DISC1/ATP1A1/STXBP5/RPS14/SEMA4C/P2RY1/CLSTN1/RPL38/RPS27/CADM1/GRIN2A/ANKS1B/SHISA6/RPL14/RPL12/DLGAP2/CTNND1/ARC/CPEB1/PHB2/PPP3R1/PLXNA4/RPS18/SHANK3" 74
"GO:0032279" "GO:0032279" "asymmetric synapse" "69/2425" "329/19894" 3.89788779871766e-06 6.59909550388075e-05 5.19029983451295e-05 "SYN1/LRRC7/CAMK2A/IGSF9B/RPL6/RPLP0/NOS1/NRCAM/PALM/EEF2K/EIF3E/RPS19/NCS1/DVL1/NEURL1/ABI3/MPP2/RPS13/CAP2/CPEB4/DBN1/EPHA4/RPS25/SLC16A7/PTK2B/FLRT3/LRRC4/SYT11/RTN3/ARHGAP32/EGLN1/ADAM10/RPL7/RPS3/GRIK4/CACNA1C/HOMER1/PSD3/TIAM1/RPL30/ATP2B2/CLSTN2/PPP1R9A/DMTN/KALRN/RPL8/TAMALIN/DISC1/ATP1A1/RPS14/SEMA4C/P2RY1/CLSTN1/RPL38/RPS27/CADM1/GRIN2A/ANKS1B/SHISA6/RPL14/RPL12/DLGAP2/CTNND1/ARC/CPEB1/PHB2/PLXNA4/RPS18/SHANK3" 69
"GO:0032040" "GO:0032040" "small-subunit processome" "24/2425" "74/19894" 3.98540880150101e-06 6.59909550388075e-05 5.19029983451295e-05 "UTP18/RPS5/NOP56/RPS16/FBL/RPS19/RPS13/KRR1/RPS12/RPS15A/RPS6/RPS24/RPS11/RPS8/RPS27A/RPS3A/RPS14/RPS9/RPS7/RPS27/RPS17/UTP11/RPS23/RPS4X" 24
"GO:0005938" "GO:0005938" "cell cortex" "65/2425" "309/19894" 6.62183872924485e-06 0.000107153390345962 8.42779474631162e-05 "LASP1/GUCY1B1/SPTB/ACTN1/FERMT2/CLASP1/RAB10/CTTN/MYH9/MYL9/COTL1/COBL/CLIP2/NEDD9/CLIC5/DBN1/NRBP1/PKD2/PTK2B/PDLIM2/GPSM2/CALD1/TRIP10/ACTN4/CAP1/EXOC4/MYH10/ARHGAP32/KIAA1614/FLNB/GYPC/TMOD1/NUMA1/RDX/AKT1/CNKSR1/GSN/EEF1A1/SHROOM4/PPP1R9A/DMTN/GPSM1/CLASP2/SEPTIN8/SHROOM1/DLC1/AQP7/MYO5B/TPM4/MYADM/SEPTIN1/EXOC3/CRIP2/SEPTIN9/RYR1/FLNA/SPTAN1/MYO1C/ASPH/CTNND1/ARC/STK39/CAPZA2/PJVK/ACTN3" 65
"GO:0045178" "GO:0045178" "basal part of cell" "63/2425" "305/19894" 1.66160169496805e-05 0.000262902312626056 0.000206777099818246 "CD38/CLDN11/CD44/LRRC7/SLC4A7/CLASP1/SLC4A4/EPS15/SLC9A1/ABCC6/PALM/PDGFB/SLCO4A1/ABCC1/SLC1A5/ABCC3/CD81/SLC38A1/NEDD9/SLC16A10/ATP6V1B1/LEPR/KCNQ4/SLC16A7/PKD2/ABCC4/LDLR/SLC6A6/SLC41A1/SLC43A3/PRCP/SLCO5A1/SLC40A1/SLC14A1/SLC47A1/ATP1B1/ANK2/SLC22A3/EGFR/MSN/ATP2B2/WASF2/SHROOM4/PDPN/ATP1A1/CLASP2/HPGD/SLC29A4/ABCA1/AQP7/P2RY1/DAG1/SLC19A1/CD34/SLCO2A1/SLC29A2/CADM1/GM2A/SLC22A5/MYO1C/STK39/ALPK2/EPPK1" 63
"GO:0016459" "GO:0016459" "myosin complex" "19/2425" "57/19894" 2.55735309724014e-05 0.000395833783746735 0.000311329942272713 "MYO9A/MYH7B/MYH7/MYL6/MYH9/MYL9/MYH1/MYL2/MYH2/MYH10/MYH11/MYL3/MYO5B/MYL1/MYL11/MYL6B/MYH6/MYO1C/MYL5" 19
"GO:0031430" "GO:0031430" "M band" "12/2425" "27/19894" 3.10425308131151e-05 0.00046791401285705 0.000368022257303297 "MYOM2/MYBPC2/CRYAB/OBSL1/MYOM3/ANK2/ALDOA/TTN/CMYA5/LMOD2/SMTNL1/KLHL41" 12
"GO:0009925" "GO:0009925" "basal plasma membrane" "59/2425" "286/19894" 3.15447649117112e-05 0.00046791401285705 0.000368022257303297 "CD38/CD44/LRRC7/SLC4A7/SLC4A4/EPS15/SLC9A1/ABCC6/PALM/PDGFB/SLCO4A1/ABCC1/SLC1A5/ABCC3/CD81/SLC38A1/NEDD9/SLC16A10/ATP6V1B1/LEPR/KCNQ4/SLC16A7/PKD2/ABCC4/LDLR/SLC6A6/SLC41A1/SLC43A3/SLCO5A1/SLC40A1/SLC14A1/SLC47A1/ATP1B1/ANK2/SLC22A3/EGFR/MSN/ATP2B2/WASF2/SHROOM4/PDPN/ATP1A1/HPGD/SLC29A4/ABCA1/AQP7/P2RY1/DAG1/SLC19A1/CD34/SLCO2A1/SLC29A2/CADM1/GM2A/SLC22A5/MYO1C/STK39/ALPK2/EPPK1" 59
"GO:0044291" "GO:0044291" "cell-cell contact zone" "22/2425" "73/19894" 3.62809542711965e-05 0.000527184478389631 0.000414639477385103 "ATP1A2/ACTN1/SLC9A1/MYH1/TJP2/OBSL1/FGFRL1/FGF13/NECTIN2/AFDN/FHOD1/ATP1B1/ANK2/PAK1/TIAM1/JAM3/JUP/SCN4B/CAV3/CTNNA3/GJA5/FXYD1" 22
"GO:0032982" "GO:0032982" "myosin filament" "11/2425" "24/19894" 4.70010711861154e-05 0.000669295253690284 0.000526411997284493 "MYOM2/MYH7B/MYBPC2/MYH7/MYH9/MYH1/TRIM32/MYH2/MYH10/MYH11/MYH6" 11
"GO:0098978" "GO:0098978" "glutamatergic synapse" "77/2425" "409/19894" 6.24965650306322e-05 0.000872501064741375 0.000686236792493216 "SEMA3F/CUL3/TRIO/GUCY1B1/SYT1/SPTB/ACTN1/DLGAP4/EPS15/EFNB1/NRCAM/EEA1/EEF2K/NAPA/DNM1/DVL1/PPP3CB/LGI1/P2RX1/RPS6KB1/PPM1H/CDH6/DBN1/WNT5A/FXR1/ADAM23/EPHA4/RPL22/NRP2/SLC16A7/PCDH17/PTK2B/KCNJ8/STAU1/FLRT3/LRRC4/LAMA5/EGLN1/BIN1/ADAM10/PPP3CA/AKT1/OGT/HOMER1/SPARCL1/TIAM1/ATP2B2/CLSTN2/ABR/ITGA5/TAMALIN/DISC1/ARPC2/HCN1/YWHAZ/STX3/ARF4/CPT1C/P2RY1/CLSTN1/DAG1/HRAS/PLCB1/GRIN2A/FZD9/SHISA6/FLNA/DLGAP2/CTNND1/ARC/ARHGEF15/STK38L/PHB2/PPP3R1/PLXNA4/NPTXR/ITGB3" 77
"GO:0030864" "GO:0030864" "cortical actin cytoskeleton" "21/2425" "72/19894" 9.18591381204153e-05 0.00125776358349492 0.000989252256681396 "LASP1/SPTB/ACTN1/MYH9/COTL1/COBL/PDLIM2/CALD1/ACTN4/CAP1/RDX/GSN/EEF1A1/SHROOM4/PPP1R9A/SHROOM1/DLC1/MYADM/SPTAN1/PJVK/ACTN3" 21
"GO:0016323" "GO:0016323" "basolateral plasma membrane" "52/2425" "255/19894" 0.000122870677075977 0.00165064003920936 0.0012982562106141 "CD38/CD44/LRRC7/SLC4A7/SLC4A4/SLC9A1/ABCC6/PALM/PDGFB/SLCO4A1/ABCC1/ABCC3/CD81/SLC38A1/NEDD9/SLC16A10/ATP6V1B1/LEPR/SLC16A7/PKD2/ABCC4/LDLR/SLC6A6/SLC41A1/SLC43A3/SLCO5A1/SLC40A1/SLC14A1/SLC47A1/ATP1B1/ANK2/SLC22A3/EGFR/MSN/ATP2B2/WASF2/PDPN/ATP1A1/HPGD/SLC29A4/ABCA1/AQP7/P2RY1/DAG1/SLC19A1/SLCO2A1/SLC29A2/CADM1/GM2A/STK39/ALPK2/EPPK1" 52
"GO:0090533" "GO:0090533" "cation-transporting ATPase complex" "9/2425" "19/19894" 0.000171355630416561 0.00222919902486652 0.0017533026038276 "ATP1A2/SLC9A1/ATP1B4/KCNJ8/ATP1B2/ATP1B1/FXYD4/ATP1A1/FXYD1" 9
"GO:0031091" "GO:0031091" "platelet alpha granule" "24/2425" "91/19894" 0.000172199362875925 0.00222919902486652 0.0017533026038276 "CD9/ACTN1/APLP2/PDGFB/TGFB1/SERPINE1/VWF/VEGFA/SPARC/QSOX1/TGFB3/ACTN4/THBS1/APP/ALDOA/PF4/IGF2/VEGFB/A2M/SERPINA5/TOR4A/TMSB4X/ITGB3/PECAM1" 24
"GO:0005890" "GO:0005890" "sodium:potassium-exchanging ATPase complex" "7/2425" "12/19894" 0.000179499945073449 0.00228221358736243 0.00179499945073449 "ATP1A2/ATP1B4/ATP1B2/ATP1B1/FXYD4/ATP1A1/FXYD1" 7
"GO:0035770" "GO:0035770" "ribonucleoprotein granule" "54/2425" "272/19894" 0.000189478574482947 0.00236682008827822 0.00186154388965703 "PSMA4/YBX1/PABPC1/IGF2BP2/DDX1/RPL6/RPLP0/PABPC4/HNRNPL/RPL28/CASC3/MYH1/GHR/FXR1/SUMO1/ZNFX1/STAU1/APOBEC3F/HELZ2/GRSF1/ROCK2/PUM1/TUT4/EIF4E2/UBAP2/RPS6/BARD1/RPTOR/DYRK3/DIS3L2/LIMD1/NFKBIZ/G3BP1/MBNL1/RBPMS/DYNC1I1/PSMC2/PRKAA2/ZC3H12A/RPUSD4/PSMC3/RBPMS2/TUBA1A/POLR2G/DAZAP2/ZFP36L1/RPS4X/ARC/CNOT7/SARNP/NYNRIN/CPEB1/TSTD1/APOBEC3D" 54
"GO:0005604" "GO:0005604" "basement membrane" "24/2425" "92/19894" 0.000206407253544396 0.002533826974545 0.00199289762042865 "TNC/NTN1/COL4A4/LAMB1/ACTA2/LAMA4/SPARC/TGFBI/LAMA5/LOXL2/COL4A2/HSPG2/ADAMTS1/EGFLAM/FBN1/COL8A2/LAMB2/MMRN2/DAG1/VWA1/COL18A1/COL4A1/COLQ/COL28A1" 24
"GO:0043296" "GO:0043296" "apical junction complex" "34/2425" "150/19894" 0.00023105571418545 0.00278833336440747 0.00219307118548902 "CYTH3/CLDN11/YBX3/PALS1/TRAF4/SORBS1/VAPA/PMP22/CCND1/BVES/TJP2/VASP/AMOT/NECTIN2/PATJ/CDK4/TBCD/USP53/MTDH/ESAM/SHROOM4/F11R/PLXDC1/MXRA8/FZD5/SHROOM1/AMOTL1/JAM3/JUP/CDH5/ACTG1/CTNND1/C1QTNF5/EPPK1" 34
"GO:0014704" "GO:0014704" "intercalated disc" "16/2425" "51/19894" 0.000244098502968873 0.00289663556856396 0.00227825269437615 "ATP1A2/ACTN1/SLC9A1/MYH1/OBSL1/FGF13/FHOD1/ATP1B1/ANK2/PAK1/JUP/SCN4B/CAV3/CTNNA3/GJA5/FXYD1" 16
"GO:0031093" "GO:0031093" "platelet alpha granule lumen" "19/2425" "67/19894" 0.000291737662083403 0.00340520025251448 0.00267824738961813 "ACTN1/PDGFB/TGFB1/SERPINE1/VWF/VEGFA/SPARC/QSOX1/TGFB3/ACTN4/THBS1/APP/ALDOA/PF4/IGF2/VEGFB/A2M/TOR4A/TMSB4X" 19
"GO:0032587" "GO:0032587" "ruffle membrane" "25/2425" "100/19894" 0.000314606752872097 0.00361290335556344 0.00284160938078023 "SH3YL1/RASGRP2/SH2D3C/AIF1L/ARHGEF4/TLN1/TPM1/EPHA2/EGFR/PAK1/RPS3/FGD5/PSD3/TIAM1/EEF1A1/ITGA5/PDPN/CLASP2/DLC1/JCAD/ARF4/PIP5K1C/SPRY4/MYO1C/ITGB3" 25
"GO:0031256" "GO:0031256" "leading edge membrane" "38/2425" "179/19894" 0.000418922631053419 0.00473449068746086 0.00372375672047483 "CD44/SH3YL1/SYNE2/NCKAP1/RASGRP2/FERMT2/SH2D3C/PIEZO1/MPP2/RIPOR2/VASP/AIF1L/ATF4/KCNC1/ARHGEF4/TLN1/TPM1/EPHA2/EGFR/PAK1/RPS3/THY1/FGD5/PSD3/TIAM1/EEF1A1/ATP2B2/ITGA5/PDPN/CLASP2/DLC1/JCAD/ARF4/PIP5K1C/SPRY4/SHISA6/MYO1C/ITGB3" 38
"GO:0044309" "GO:0044309" "neuron spine" "37/2425" "173/19894" 0.000426091352505367 0.00474026629662221 0.00372829933442196 "ATP1A2/CAMK2A/KCNN2/CTTN/NOS1/PALMD/PALM/EEA1/EEF2K/DVL1/NEURL1/ABI3/MPP2/CRYAB/CPEB4/EPHA4/PTK2B/LRRC4/PDLIM4/SYT11/ARHGAP32/ABI2/PPP3CA/APP/HOMER1/TIAM1/ATP2B2/PPP1R9A/ABR/ARF4/KCND3/GRIN2A/ANKS1B/SHISA6/CTNND1/ARC/SHANK3" 37
"GO:0036464" "GO:0036464" "cytoplasmic ribonucleoprotein granule" "50/2425" "255/19894" 0.000433723186896072 0.00475093706261543 0.00373669207172 "PSMA4/YBX1/PABPC1/IGF2BP2/DDX1/RPL6/RPLP0/PABPC4/RPL28/CASC3/MYH1/GHR/FXR1/ZNFX1/STAU1/APOBEC3F/HELZ2/ROCK2/PUM1/TUT4/EIF4E2/UBAP2/RPS6/BARD1/RPTOR/DYRK3/DIS3L2/LIMD1/NFKBIZ/G3BP1/MBNL1/RBPMS/DYNC1I1/PSMC2/PRKAA2/ZC3H12A/PSMC3/RBPMS2/TUBA1A/POLR2G/DAZAP2/ZFP36L1/RPS4X/ARC/CNOT7/SARNP/NYNRIN/CPEB1/TSTD1/APOBEC3D" 50
"GO:0030427" "GO:0030427" "site of polarized growth" "36/2425" "169/19894" 0.000547160359870557 0.00590269963981571 0.00464257275041685 "NGEF/MYO9A/CTTN/COTL1/COBL/DVL1/CBL/CPEB4/DBN1/EPHA4/PTK2B/PREX1/USP9X/FLRT3/PALLD/FGF13/EXOC4/KATNB1/APP/BOC/THY1/TIAM1/COPG2/PINK1/ORAI2/DISC1/NDRG2/STX3/BASP1/EXOC3/INPP5J/TRPV2/FLNA/CTNND1/CSNK1E/TWF2" 36
"GO:0030139" "GO:0030139" "endocytic vesicle" "64/2425" "350/19894" 0.000563555981695178 0.00598883371592488 0.00471031865297462 "LAMP2/CD9/CD74/EHD2/RABEP1/CYBA/CAMK2B/SYT1/HYAL2/CLTCL1/CAMK2A/SCARB1/RAB7A/APOB/RAB10/CTTN/EHD4/DNM1/TYRP1/CSF3/UNC93B1/TCIRG1/SPARC/ATP6V0E1/WNT5A/SGIP1/OCRL/AMOT/LDLR/SYT11/DYSF/FLNB/ECPAS/SCARB2/RPS27A/DYNC1LI1/EGFR/SH3KBP1/GSN/CAMK2G/CDC42EP2/ZYX/FZD5/NOS3/ABCA1/RILP/RAB31/SPHK1/CD163/CDC42EP4/HCLS1/ACTG1/MPEG1/MYO1C/TAP2/HLA-C/HLA-E/HLA-A/UBA52/HLA-DPA1/TAPBP/HLA-B/STON1/RAB7B" 64
"GO:0030426" "GO:0030426" "growth cone" "35/2425" "164/19894" 0.000625336729069053 0.00654764339848773 0.00514983188645102 "NGEF/MYO9A/CTTN/COBL/DVL1/CBL/CPEB4/DBN1/EPHA4/PTK2B/PREX1/USP9X/FLRT3/PALLD/FGF13/EXOC4/KATNB1/APP/BOC/THY1/TIAM1/COPG2/PINK1/ORAI2/DISC1/NDRG2/STX3/BASP1/EXOC3/INPP5J/TRPV2/FLNA/CTNND1/CSNK1E/TWF2" 35
"GO:0031258" "GO:0031258" "lamellipodium membrane" "9/2425" "22/19894" 0.000655373414214961 0.00676269378146453 0.00531897263710693 "CD44/SYNE2/NCKAP1/FERMT2/PIEZO1/VASP/EPHA2/PDPN/ITGB3" 9
"GO:0045177" "GO:0045177" "apical part of cell" "81/2425" "468/19894" 0.000676049499955616 0.00680639624179431 0.00535334535871462 "CD44/SLC4A7/NHERF2/HYAL2/VASH1/PALS1/PCM1/FAT1/EPS15/GNAS/SLC9A1/ITPR3/SLC5A1/ABCC1/CA2/IL10RA/TCIRG1/SLC38A1/RIPOR2/CLIC5/PDE4D/PDGFRB/ACVR1/IGFBP2/ATP6V1B1/CNTFR/SLC36A1/ABCC4/PODXL/ATP1B2/LDLR/SLC6A6/ANO1/PATJ/KIAA1614/LMO7/RDX/APP/SLC47A1/ATP1B1/ANK2/SLC22A3/EGFR/MSN/MTDH/NOTCH1/KCNE4/HOMER1/CNKSR3/THY1/SORBS2/ATP2B2/PALM2AKAP2/SHROOM4/IL6R/PDPN/ATP1A1/PLB1/SHROOM1/SLC29A4/DCHS1/STX3/MYO5B/AHCYL1/CLIC4/P2RY1/MFSD4B/SLC19A1/ADGRG2/CD34/SLC26A9/SLC29A2/ACTG1/GM2A/SLC22A5/STK39/DLL1/C1QTNF5/MGAM/ITGB3/FXYD1" 81
"GO:0031143" "GO:0031143" "pseudopodium" "8/2425" "18/19894" 0.000678727715122747 0.00680639624179431 0.00535334535871462 "ACTN1/ACTN4/RAF1/ARRB1/MSN/MYOZ1/KLHL41/ACTN3" 8
"GO:0043197" "GO:0043197" "dendritic spine" "36/2425" "171/19894" 0.000688414864888802 0.00680765810834482 0.00535433783802401 "ATP1A2/CAMK2A/KCNN2/CTTN/NOS1/PALMD/PALM/EEF2K/DVL1/NEURL1/ABI3/MPP2/CRYAB/CPEB4/EPHA4/PTK2B/LRRC4/PDLIM4/SYT11/ARHGAP32/ABI2/PPP3CA/APP/HOMER1/TIAM1/ATP2B2/PPP1R9A/ABR/ARF4/KCND3/GRIN2A/ANKS1B/SHISA6/CTNND1/ARC/SHANK3" 36
"GO:0005788" "GO:0005788" "endoplasmic reticulum lumen" "58/2425" "313/19894" 0.000712745473026637 0.00695170927116391 0.00546763650540982 "ARSD/TNC/H6PD/FSTL3/COL4A4/APLP2/APOB/CHGB/LAMB1/LGALS1/ARSA/PDGFB/TSPAN14/ARSB/STC2/WNT5A/QSOX1/CASQ2/COL21A1/COL4A2/OS9/THBS1/ADAM10/IGFBP4/APP/CCN1/CASQ1/ADAMTSL4/SERPINH1/SPARCL1/ADAMTS5/MXRA8/EOGT/FSTL1/IGFBP7/SHISA5/FBN1/CERCAM/COL22A1/MZB1/COL8A2/LAMB2/CES3/DAG1/BDNF/VWA1/COL18A1/CSF1/NOTUM/P4HB/TRDN/COL4A1/COL13A1/TOR4A/SELENOM/COL5A2/COL28A1/C4A" 58
"GO:0005614" "GO:0005614" "interstitial matrix" "6/2425" "11/19894" 0.000871705502418361 0.00827539090295831 0.00650873441805709 "TNC/KAZALD1/ADAMTSL4/EGFLAM/NAV2/VWA1" 6
"GO:0031094" "GO:0031094" "platelet dense tubular network" "6/2425" "11/19894" 0.000871705502418361 0.00827539090295831 0.00650873441805709 "IRAG1/ITPR3/DMTN/ATP2A2/SERPINA5/ATP2A1" 6
"GO:0070160" "GO:0070160" "tight junction" "29/2425" "131/19894" 0.000958844243150878 0.00898285659372928 0.00706516810742752 "CYTH3/CLDN11/YBX3/PALS1/TRAF4/VAPA/PMP22/CCND1/BVES/TJP2/VASP/AMOT/AFDN/PATJ/CDK4/TBCD/EPHA2/USP53/MTDH/ESAM/F11R/PLXDC1/MXRA8/FZD5/AMOTL1/JAM3/CDH5/C1QTNF5/EPPK1" 29
"GO:0098858" "GO:0098858" "actin-based cell projection" "44/2425" "226/19894" 0.00107519590468384 0.00994207122253108 0.00781960657951883 "ADGRA2/CD44/SLC4A7/KITLG/SYNE2/HYAL2/FAT1/ITGA6/PALM/TRIOBP/TGFB1/ACTA2/ICAM2/ABI3/RIPOR2/ATP6V1B1/EPHA4/VASP/DOCK4/PODXL/FGF13/SLC6A6/AOC3/EXOC4/RDX/ABI2/SLC38A4/ACTA1/MSN/ANGPT1/RHOC/PPP1R9A/PDPN/JAM3/CLIC4/DCXR/DAG1/ADCY6/FZD9/MYO1C/DMD/PJVK/TWF2/ITGB3" 44
"GO:0099524" "GO:0099524" "postsynaptic cytosol" "6/2425" "12/19894" 0.00156391105976328 0.0142757009557878 0.0112280794034286 "DBN1/PLCB3/HOMER1/DAG1/PLCB1/HTT" 6
"GO:0005852" "GO:0005852" "eukaryotic translation initiation factor 3 complex" "7/2425" "16/19894" 0.00166337570039469 0.0149914366921648 0.011791017623051 "EIF3L/EIF3D/EIF3E/COPS5/EIF3G/EIF3H/EIF3F" 7
"GO:0005905" "GO:0005905" "clathrin-coated pit" "19/2425" "77/19894" 0.00185814560738424 0.0165374959057198 0.0130070192516897 "TNK2/CLTCL1/CTTN/EPS15/DNM1/AAK1/SGIP1/OCRL/EPS15L1/LDLR/ARRB1/APP/ACKR3/LRP12/DAB2/SYNJ1/SPHK1/AP1S2/STON1" 19
"GO:0098533" "GO:0098533" "ATPase dependent transmembrane transport complex" "9/2425" "25/19894" 0.00191505624098283 0.0168335807849355 0.0132398949993874 "ATP1A2/SLC9A1/ATP1B4/KCNJ8/ATP1B2/ATP1B1/FXYD4/ATP1A1/FXYD1" 9
"GO:0016324" "GO:0016324" "apical plasma membrane" "69/2425" "402/19894" 0.00201127842047179 0.0174637833582428 0.0137355599446854 "CD44/SLC4A7/NHERF2/HYAL2/PALS1/FAT1/EPS15/GNAS/SLC9A1/SLC5A1/ABCC1/IL10RA/TCIRG1/SLC38A1/RIPOR2/CLIC5/PDE4D/PDGFRB/IGFBP2/ATP6V1B1/CNTFR/SLC36A1/ABCC4/PODXL/ATP1B2/SLC6A6/ANO1/PATJ/KIAA1614/LMO7/RDX/SLC47A1/ATP1B1/ANK2/SLC22A3/EGFR/MSN/MTDH/NOTCH1/KCNE4/CNKSR3/THY1/SORBS2/ATP2B2/PALM2AKAP2/SHROOM4/IL6R/PDPN/ATP1A1/PLB1/SHROOM1/SLC29A4/STX3/AHCYL1/P2RY1/MFSD4B/SLC19A1/ADGRG2/CD34/SLC26A9/SLC29A2/GM2A/SLC22A5/STK39/DLL1/C1QTNF5/MGAM/ITGB3/FXYD1" 69
"GO:0034399" "GO:0034399" "nuclear periphery" "31/2425" "150/19894" 0.00212043103365336 0.0181897216380866 0.0143065226366973 "AKAP8L/SMC1A/SORBS1/HNRNPM/SMC3/SPARC/STAG1/SATB2/HNRNPA2B1/NUP153/ATF4/TEP1/PHF10/SRRM1/NUMA1/TGFB1I1/NARF/NUP205/PAXIP1/MORC3/HLCS/ZNF326/RAD21/CLIC4/CEBPB/DAG1/RUVBL1/BASP1/SATB1/RNF220/PHB2" 31
"GO:0005923" "GO:0005923" "bicellular tight junction" "27/2425" "126/19894" 0.00232042706028375 0.0196683817490717 0.015469513735225 "CYTH3/CLDN11/YBX3/PALS1/TRAF4/VAPA/PMP22/CCND1/BVES/TJP2/VASP/AMOT/PATJ/CDK4/TBCD/USP53/MTDH/ESAM/F11R/PLXDC1/MXRA8/FZD5/AMOTL1/JAM3/CDH5/C1QTNF5/EPPK1" 27
